O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
39-7012.00,Travel Guides,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,59.02,21,21.5607,18.3227,90.2425,Y,,08/2022,Incumbent
39-7012.00,Travel Guides,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,18.39,21,11.0259,4.6388,51.0579,N,,08/2022,Incumbent
39-9011.00,Childcare Workers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.74,64,0.1337,1.4749,2.0094,N,,08/2018,Incumbent
39-9011.00,Childcare Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,32.33,64,12.2288,13.5203,59.3469,N,,08/2018,Incumbent
39-9011.00,Childcare Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,61.13,64,12.9534,34.5996,82.3762,N,,08/2018,Incumbent
39-9011.00,Childcare Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,6.54,64,4.8752,1.4034,25.6180,N,,08/2018,Incumbent
39-9011.01,Nannies,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.80,25,,,,,,08/2023,Occupational Expert
39-9011.01,Nannies,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,25,,,,,,08/2023,Occupational Expert
39-9011.01,Nannies,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,20.00,25,,,,,,08/2023,Occupational Expert
39-9011.01,Nannies,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,80.00,25,,,,,,08/2023,Occupational Expert
39-9031.00,Exercise Trainers and Group Fitness Instructors,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.86,21,,,,,,08/2025,Occupational Expert
39-9031.00,Exercise Trainers and Group Fitness Instructors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,42.86,21,,,,,,08/2025,Occupational Expert
39-9031.00,Exercise Trainers and Group Fitness Instructors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,28.57,21,,,,,,08/2025,Occupational Expert
39-9031.00,Exercise Trainers and Group Fitness Instructors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,28.57,21,,,,,,08/2025,Occupational Expert
39-9032.00,Recreation Workers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.81,25,0.1552,1.4865,2.1272,N,,07/2017,Incumbent
39-9032.00,Recreation Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,40.69,25,10.1839,22.3095,62.1085,N,,07/2017,Incumbent
39-9032.00,Recreation Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,37.93,25,12.4992,16.9662,64.6421,N,,07/2017,Incumbent
39-9032.00,Recreation Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,21.38,25,9.7403,7.5957,47.3454,N,,07/2017,Incumbent
39-9041.00,Residential Advisors,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.06,31,0.2969,1.4552,2.6680,N,,08/2019,Incumbent
39-9041.00,Residential Advisors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,43.61,31,15.1544,18.0146,73.1384,N,,08/2019,Incumbent
39-9041.00,Residential Advisors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,6.61,31,5.7212,1.0556,31.9612,N,,08/2019,Incumbent
39-9041.00,Residential Advisors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,49.77,31,15.0837,22.4222,77.2630,N,,08/2019,Incumbent
41-1011.00,First-Line Supervisors of Retail Sales Workers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.12,23,0.2677,1.5623,2.6727,N,,08/2018,Incumbent
41-1011.00,First-Line Supervisors of Retail Sales Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,26.02,23,15.3880,6.2796,64.8599,N,,08/2018,Incumbent
41-1011.00,First-Line Supervisors of Retail Sales Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,36.22,23,15.9236,11.9664,70.3406,N,,08/2018,Incumbent
41-1011.00,First-Line Supervisors of Retail Sales Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,37.77,23,15.7594,13.1244,70.9120,N,,08/2018,Incumbent
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.88,35,0.0720,2.7374,3.0000,N,,08/2020,Incumbent
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.02,35,0.0236,0.0026,0.1910,N,,08/2020,Incumbent
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,11.59,35,7.1915,3.0538,35.3071,N,,08/2020,Incumbent
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,88.39,35,7.1942,64.6850,96.9343,N,,08/2020,Incumbent
41-2011.00,Cashiers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.55,19,0.1961,1.1335,1.9575,N,,08/2024,Incumbent
41-2011.00,Cashiers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,56.65,19,14.5985,27.2633,82.0023,N,,08/2024,Incumbent
41-2011.00,Cashiers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,32.15,19,13.2308,11.7021,62.8895,N,,08/2024,Incumbent
41-2011.00,Cashiers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,11.20,19,8.1667,2.1956,41.4547,N,,08/2024,Incumbent
41-2012.00,Gambling Change Persons and Booth Cashiers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.93,30,0.1446,1.6331,2.2246,N,,08/2019,Incumbent
41-2012.00,Gambling Change Persons and Booth Cashiers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,21.18,30,10.0029,7.3145,47.7865,N,,08/2019,Incumbent
41-2012.00,Gambling Change Persons and Booth Cashiers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,64.75,30,13.6060,35.1810,86.1445,N,,08/2019,Incumbent
41-2012.00,Gambling Change Persons and Booth Cashiers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,14.07,30,9.8524,2.9980,46.4367,N,,08/2019,Incumbent
41-2021.00,Counter and Rental Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.91,21,0.2691,1.3534,2.4760,N,,08/2019,Incumbent
41-2021.00,Counter and Rental Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,39.84,21,15.6250,14.5291,72.0659,N,,08/2019,Incumbent
41-2021.00,Counter and Rental Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,28.85,21,14.1102,8.8156,62.9780,N,,08/2019,Incumbent
41-2021.00,Counter and Rental Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,31.31,21,14.7469,9.8308,65.5790,N,,08/2019,Incumbent
41-2022.00,Parts Salespersons,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.54,18,0.2366,2.0383,3.0000,N,,08/2023,Incumbent
41-2022.00,Parts Salespersons,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,12.04,18,11.2401,1.4389,56.2251,N,,08/2023,Incumbent
41-2022.00,Parts Salespersons,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,22.16,18,11.0443,6.8662,52.3599,N,,08/2023,Incumbent
41-2022.00,Parts Salespersons,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,65.80,18,14.6477,32.7623,88.3657,N,,08/2023,Incumbent
41-2031.00,Retail Salespersons,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.85,29,0.2667,1.3082,2.4007,N,,08/2018,Incumbent
41-2031.00,Retail Salespersons,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,52.69,29,15.0176,24.4831,79.2776,N,,08/2018,Incumbent
41-2031.00,Retail Salespersons,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,9.18,29,8.4626,1.2473,44.7076,N,,08/2018,Incumbent
41-2031.00,Retail Salespersons,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,38.13,29,12.8775,16.7695,65.3439,N,,08/2018,Incumbent
41-3011.00,Advertising Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.43,28,0.1601,2.1000,2.7569,N,,08/2018,Incumbent
41-3011.00,Advertising Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,7.74,28,6.0567,1.4532,32.3388,N,,08/2018,Incumbent
41-3011.00,Advertising Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,41.67,28,13.1759,19.0206,68.4789,N,,08/2018,Incumbent
41-3011.00,Advertising Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,50.59,28,13.3509,25.4940,75.3873,N,,08/2018,Incumbent
41-3021.00,Insurance Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.81,17,0.1547,2.4860,3.0000,N,,08/2018,Incumbent
41-3021.00,Insurance Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.40,17,0.4558,0.0346,4.3867,N,,08/2018,Incumbent
41-3021.00,Insurance Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,17.80,17,15.3001,2.3065,66.5232,N,,08/2018,Incumbent
41-3021.00,Insurance Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,81.80,17,15.3793,33.4690,97.5700,N,,08/2018,Incumbent
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.29,93,0.1271,2.0397,2.5444,N,,08/2022,Incumbent
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,14.37,93,7.2239,4.9686,35.0020,N,,08/2022,Incumbent
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,42.06,93,7.9473,27.5262,58.1106,N,,08/2022,Incumbent
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,43.57,93,7.7545,29.2166,59.0950,N,,08/2022,Incumbent
41-3041.00,Travel Agents,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.16,23,0.4210,1.2840,3.0000,N,,07/2016,Incumbent
41-3041.00,Travel Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,31.95,23,20.5345,6.2108,76.8992,Y,,07/2016,Incumbent
41-3041.00,Travel Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,20.39,23,13.5657,4.3287,59.1720,N,,07/2016,Incumbent
41-3041.00,Travel Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,47.66,23,23.5911,11.3565,86.6196,Y,,07/2016,Incumbent
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.79,29,0.0997,2.5812,2.9896,N,,07/2014,Incumbent
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,29,0.0000,,,N,,07/2014,Incumbent
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,21.46,29,9.9676,7.5232,47.8502,N,,07/2014,Incumbent
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,78.54,29,9.9676,52.1498,92.4768,N,,07/2014,Incumbent
41-4011.07,Solar Sales Representatives and Assessors,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.35,18,0.2745,1.7732,2.9314,N,,08/2024,Incumbent
41-4011.07,Solar Sales Representatives and Assessors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,15.50,18,13.8476,1.9336,63.0572,N,,08/2024,Incumbent
41-4011.07,Solar Sales Representatives and Assessors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,33.77,18,16.0441,10.0921,69.8445,N,,08/2024,Incumbent
41-4011.07,Solar Sales Representatives and Assessors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,50.73,18,17.7103,18.7582,82.1139,Y,,08/2024,Incumbent
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.65,23,0.1595,2.3175,2.9791,N,,08/2020,Incumbent
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,1.21,23,0.8341,0.2895,4.9425,N,,08/2020,Incumbent
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,32.74,23,15.7769,9.9230,68.2624,N,,08/2020,Incumbent
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,66.05,23,15.8422,31.0086,89.3828,N,,08/2020,Incumbent
41-9011.00,Demonstrators and Product Promoters,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.59,19,0.2271,1.1157,2.0701,N,,07/2016,Incumbent
41-9011.00,Demonstrators and Product Promoters,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,59.48,19,17.8675,23.6185,87.4493,N,,07/2016,Incumbent
41-9011.00,Demonstrators and Product Promoters,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,21.75,19,19.5659,2.4226,75.6763,Y,,07/2016,Incumbent
41-9011.00,Demonstrators and Product Promoters,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,18.77,19,11.4073,4.5805,52.6681,N,,07/2016,Incumbent
41-9012.00,Models,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.00,17,0.0000,,,N,,08/2021,Incumbent
41-9012.00,Models,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,100.00,17,0.0000,,,N,,08/2021,Incumbent
41-9012.00,Models,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,0.00,17,0.0000,,,N,,08/2021,Incumbent
41-9012.00,Models,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,0.00,17,0.0000,,,N,,08/2021,Incumbent
41-9021.00,Real Estate Brokers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.54,20,0.2432,2.0271,3.0000,N,,07/2015,Incumbent
41-9021.00,Real Estate Brokers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,16.04,20,8.2918,4.9996,40.9360,N,,07/2015,Incumbent
41-9021.00,Real Estate Brokers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,14.31,20,8.2911,3.9004,40.7434,N,,07/2015,Incumbent
41-9021.00,Real Estate Brokers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,69.65,20,16.1668,31.6470,91.9192,N,,07/2015,Incumbent
41-9022.00,Real Estate Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.71,21,,,,,,08/2019,Occupational Expert
41-9022.00,Real Estate Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,4.76,21,,,,,,08/2019,Occupational Expert
41-9022.00,Real Estate Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,19.05,21,,,,,,08/2019,Occupational Expert
41-9022.00,Real Estate Sales Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,76.19,21,,,,,,08/2019,Occupational Expert
41-9031.00,Sales Engineers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.55,17,0.1506,2.2349,2.8733,N,,08/2022,Incumbent
41-9031.00,Sales Engineers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,17,0.0000,,,N,,08/2022,Incumbent
41-9031.00,Sales Engineers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,44.59,17,15.0565,18.1060,74.5461,N,,08/2022,Incumbent
41-9031.00,Sales Engineers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,55.41,17,15.0565,25.4539,81.8940,N,,08/2022,Incumbent
41-9041.00,Telemarketers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.37,15,0.1465,1.0562,1.6849,N,,08/2023,Incumbent
41-9041.00,Telemarketers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,62.94,15,14.6543,30.6256,86.7311,N,,08/2023,Incumbent
41-9041.00,Telemarketers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,37.06,15,14.6543,13.2689,69.3744,N,,08/2023,Incumbent
41-9041.00,Telemarketers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,0.00,15,0.0000,,,N,,08/2023,Incumbent
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.12,24,,,,,,08/2018,Occupational Expert
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,91.67,24,,,,,,08/2018,Occupational Expert
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,4.17,24,,,,,,08/2018,Occupational Expert
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,4.17,24,,,,,,08/2018,Occupational Expert
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.39,45,0.0875,2.2164,2.5693,N,,07/2015,Incumbent
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,45,0.0000,,,N,,07/2015,Incumbent
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,60.72,45,8.7538,42.4518,76.4062,N,,07/2015,Incumbent
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,39.28,45,8.7538,23.5938,57.5482,N,,07/2015,Incumbent
43-2011.00,"Switchboard Operators, Including Answering Service",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.42,27,0.1191,1.1771,1.6667,N,,08/2022,Incumbent
43-2011.00,"Switchboard Operators, Including Answering Service",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,58.56,27,11.9314,33.9618,79.5141,N,,08/2022,Incumbent
43-2011.00,"Switchboard Operators, Including Answering Service",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,40.70,27,12.0012,19.8060,65.6053,N,,08/2022,Incumbent
43-2011.00,"Switchboard Operators, Including Answering Service",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,0.74,27,0.7588,0.0907,5.8313,N,,08/2022,Incumbent
43-2021.00,Telephone Operators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.79,17,0.1077,1.5662,2.0227,N,,08/2024,Incumbent
43-2021.00,Telephone Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,31.24,17,14.3427,9.9347,65.1700,N,,08/2024,Incumbent
43-2021.00,Telephone Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,58.08,17,22.6906,16.1150,90.9006,Y,,08/2024,Incumbent
43-2021.00,Telephone Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,10.68,17,10.4726,1.1546,55.0588,N,,08/2024,Incumbent
43-3011.00,Bill and Account Collectors,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.04,26,0.0492,1.9357,2.1385,N,,08/2018,Incumbent
43-3011.00,Bill and Account Collectors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,1.70,26,1.7609,0.1958,13.1830,N,,08/2018,Incumbent
43-3011.00,Bill and Account Collectors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,92.90,26,5.1592,72.3265,98.4946,N,,08/2018,Incumbent
43-3011.00,Bill and Account Collectors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,5.41,26,4.7245,0.8458,27.6981,N,,08/2018,Incumbent
43-3021.00,Billing and Posting Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.22,42,0.1601,1.8960,2.5426,N,,08/2022,Incumbent
43-3021.00,Billing and Posting Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,8.09,42,4.7087,2.3896,24.0265,N,,08/2022,Incumbent
43-3021.00,Billing and Posting Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,61.90,42,14.4404,32.0523,84.8343,N,,08/2022,Incumbent
43-3021.00,Billing and Posting Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,30.02,42,14.4997,9.6173,63.3547,N,,08/2022,Incumbent
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.97,46,0.1157,1.7415,2.2076,N,,07/2017,Incumbent
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,17.23,46,8.0108,6.2945,39.2214,N,,07/2017,Incumbent
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,68.08,46,11.0871,43.2871,85.6313,N,,07/2017,Incumbent
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,14.69,46,8.0154,4.5321,38.4395,N,,07/2017,Incumbent
43-3041.00,Gambling Cage Workers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.84,23,0.1623,1.5039,2.1769,N,,08/2023,Incumbent
43-3041.00,Gambling Cage Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,32.51,23,12.1294,13.2710,60.2505,N,,08/2023,Incumbent
43-3041.00,Gambling Cage Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,50.95,23,13.3604,25.5250,75.8890,N,,08/2023,Incumbent
43-3041.00,Gambling Cage Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,16.55,23,8.5894,5.1759,41.8705,N,,08/2023,Incumbent
43-3051.00,Payroll and Timekeeping Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.15,23,0.1616,1.8116,2.4820,N,,08/2022,Incumbent
43-3051.00,Payroll and Timekeeping Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,13.10,23,7.8363,3.4899,38.5903,N,,08/2022,Incumbent
43-3051.00,Payroll and Timekeeping Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,59.12,23,14.5638,29.3028,83.4621,N,,08/2022,Incumbent
43-3051.00,Payroll and Timekeeping Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,27.78,23,13.2387,8.9154,60.1817,N,,08/2022,Incumbent
43-3061.00,Procurement Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.22,20,0.2225,1.7579,2.6893,N,,08/2022,Incumbent
43-3061.00,Procurement Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,11.42,20,8.4046,2.2137,42.3241,N,,08/2022,Incumbent
43-3061.00,Procurement Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,54.81,20,18.5382,20.2035,85.3135,Y,,08/2022,Incumbent
43-3061.00,Procurement Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,33.78,20,18.6743,8.1604,74.5377,Y,,08/2022,Incumbent
43-3071.00,Tellers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.91,24,0.1380,1.6233,2.1943,N,,08/2018,Incumbent
43-3071.00,Tellers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,20.24,24,9.0045,7.4132,44.5853,N,,08/2018,Incumbent
43-3071.00,Tellers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,68.63,24,10.3522,44.7261,85.5420,N,,08/2018,Incumbent
43-3071.00,Tellers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,11.12,24,8.2315,2.1871,41.1981,N,,08/2018,Incumbent
43-4011.00,Brokerage Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.04,19,0.2031,1.6156,2.4689,N,,07/2014,Incumbent
43-4011.00,Brokerage Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,17.07,19,11.8102,3.4445,54.2912,N,,07/2014,Incumbent
43-4011.00,Brokerage Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,61.64,19,13.6873,32.2572,84.4254,N,,07/2014,Incumbent
43-4011.00,Brokerage Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,21.29,19,12.6649,5.2403,56.9625,N,,07/2014,Incumbent
43-4021.00,Correspondence Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.19,17,0.1470,1.8750,2.4985,N,,08/2023,Incumbent
43-4021.00,Correspondence Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,10.63,17,6.7182,2.5869,34.7527,N,,08/2023,Incumbent
43-4021.00,Correspondence Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,60.07,17,11.6274,34.9925,80.7814,N,,08/2023,Incumbent
